tweet.id,Label,Case_Folding,Data_Cleaning,Tokenize,Normalization,Stopword,Text
b'@catchmeupid ingin brtnya tnpa membaca ppks.\nmisal terjadi hubungan antara dosen dengan mahasiswa.\n\n\xe2\x80\x9cnilai km jelek\xe2\x80\xa6 https://t.co/q1X3Z8Nmbx',Negative,b'@catchmeupid ingin brtnya tnpa membaca ppks.\nmisal terjadi hubungan antara dosen dengan mahasiswa.\n\n\xe2\x80\x9cnilai km jelek\xe2\x80\xa6 https://t.co/q1x3z8nmbx',ingin brtnya tnpa membaca ppks nmisal terjadi hubungan antara dosen dengan mahasiswa xe cnilai km jelek xe xa,"['ingin', 'brtnya', 'tnpa', 'membaca', 'ppks', 'nmisal', 'terjadi', 'hubungan', 'antara', 'dosen', 'dengan', 'mahasiswa', 'xe', 'cnilai', 'km', 'jelek', 'xe', 'xa']","['ingin', 'brtnya', 'tanpa', 'membaca', 'ppks', 'nmisal', 'terjadi', 'hubungan', 'antara', 'dosen', 'dengan', 'mahasiswa', 'xe', 'cnilai', 'kamu', 'jelek', 'xe', 'xa']","['brtnya', 'membaca', 'ppks', 'nmisal', 'hubungan', 'dosen', 'mahasiswa', 'cnilai', 'jelek']",brtnya membaca ppks nmisal hubungan dosen mahasiswa cnilai jelek
"b'@wafflekies01 @bertanyarl Ini inti dari Permendikbud PPKS dia sendiri udah tau, kalo tanpa consent ya berarti terma\xe2\x80\xa6 https://t.co/CGoAwzZzTx'",Positive,"b'@wafflekies01 @bertanyarl ini inti dari permendikbud ppks dia sendiri udah tau, kalo tanpa consent ya berarti terma\xe2\x80\xa6 https://t.co/cgoawzzztx'",ini inti dari permendikbud ppks dia sendiri udah tau kalo tanpa consent ya berarti terma xe xa,"['ini', 'inti', 'dari', 'permendikbud', 'ppks', 'dia', 'sendiri', 'udah', 'tau', 'kalo', 'tanpa', 'consent', 'ya', 'berarti', 'terma', 'xe', 'xa']","['ini', 'inti', 'dari', 'permendikbud', 'ppks', 'dia', 'sendiri', 'sudah', 'tau', 'kalo', 'tanpa', 'consent', 'ya', 'berarti', 'terma', 'xe', 'xa']","['inti', 'permendikbud', 'ppks', 'kalo', 'consent', 'terma']",inti permendikbud ppks kalo consent terma
b'Ini Tuntutan Mahasiswa KAMMI Soal Permendikbud PPKS\n\n#GagalkanRUUTPKS\n#Tolakliberalisasi\n#permengakmanis\xe2\x80\xa6 https://t.co/pOLCzQXxjB',Negative,b'ini tuntutan mahasiswa kammi soal permendikbud ppks\n\n#gagalkanruutpks\n#tolakliberalisasi\n#permengakmanis\xe2\x80\xa6 https://t.co/polczqxxjb',ini tuntutan mahasiswa kammi soal permendikbud ppks gagalkanruutpks tolakliberalisasi permengakmanis xe xa,"['ini', 'tuntutan', 'mahasiswa', 'kammi', 'soal', 'permendikbud', 'ppks', 'gagalkanruutpks', 'tolakliberalisasi', 'permengakmanis', 'xe', 'xa']","['ini', 'tuntutan', 'mahasiswa', 'kammi', 'soal', 'permendikbud', 'ppks', 'gagalkanruutpks', 'tolakliberalisasi', 'permengakmanis', 'xe', 'xa']","['tuntutan', 'mahasiswa', 'kammi', 'permendikbud', 'ppks', 'gagalkanruutpks', 'tolakliberalisasi', 'permengakmanis']",tuntutan mahasiswa kammi permendikbud ppks gagalkanruutpks tolakliberalisasi permengakmanis
"b'INTERNATIONAL MAGAZINE: PPKS, Setetes Air di Tengah Gurun Kekerasan Seksua... https://t.co/EiC1ApE2wz https://t.co/gzhfdugtHY'",Negative,"b'international magazine: ppks, setetes air di tengah gurun kekerasan seksua... https://t.co/eic1ape2wz https://t.co/gzhfdugthy'",international magazine ppks setetes air di tengah gurun kekerasan seksua,"['international', 'magazine', 'ppks', 'setetes', 'air', 'di', 'tengah', 'gurun', 'kekerasan', 'seksua']","['international', 'magazine', 'ppks', 'setetes', 'air', 'di', 'tengah', 'gurun', 'kekerasan', 'seksua']","['international', 'magazine', 'ppks', 'setetes', 'air', 'gurun', 'kekerasan', 'seksua']",international magazine ppks setetes air gurun kekerasan seksua
b'Islam juga menyiapkan sejumlah sanksi tegas dan membuat jera bagi pelanggar aturan-aturan yang sudah ditetapkan dal\xe2\x80\xa6 https://t.co/OoT4AN1fgu',Positive,b'islam juga menyiapkan sejumlah sanksi tegas dan membuat jera bagi pelanggar aturan-aturan yang sudah ditetapkan dal\xe2\x80\xa6 https://t.co/oot4an1fgu',islam juga menyiapkan sejumlah sanksi tegas dan membuat jera bagi pelanggar aturan aturan yang sudah ditetapkan dal xe xa,"['islam', 'juga', 'menyiapkan', 'sejumlah', 'sanksi', 'tegas', 'dan', 'membuat', 'jera', 'bagi', 'pelanggar', 'aturan', 'aturan', 'yang', 'sudah', 'ditetapkan', 'dal', 'xe', 'xa']","['islam', 'juga', 'menyiapkan', 'sejumlah', 'sanksi', 'tegas', 'dan', 'membuat', 'jera', 'bagi', 'pelanggar', 'aturan', 'aturan', 'yang', 'sudah', 'ditetapkan', 'dal', 'xe', 'xa']","['islam', 'sanksi', 'jera', 'pelanggar', 'aturan', 'aturan', 'ditetapkan', 'dal']",islam sanksi jera pelanggar aturan aturan ditetapkan dal
b'Itu yang pada nentang permendikbud ppks segala bawa-bawa religion value padahal mah dia sagapung ae',Positive,b'itu yang pada nentang permendikbud ppks segala bawa-bawa religion value padahal mah dia sagapung ae',itu yang pada nentang permendikbud ppks segala bawa bawa religion value padahal mah dia sagapung ae,"['itu', 'yang', 'pada', 'nentang', 'permendikbud', 'ppks', 'segala', 'bawa', 'bawa', 'religion', 'value', 'padahal', 'mah', 'dia', 'sagapung', 'ae']","['itu', 'yang', 'pada', 'nentang', 'permendikbud', 'ppks', 'segala', 'bawa', 'bawa', 'religion', 'value', 'padahal', 'mah', 'dia', 'sagapung', 'saja']","['nentang', 'permendikbud', 'ppks', 'bawa', 'bawa', 'religion', 'value', 'mah', 'sagapung']",nentang permendikbud ppks bawa bawa religion value mah sagapung
"b'Jadi mikir, sebenernya banyak prospek nadiem makarim yang bagus2 bgt cuma covid ngrusak banyak planningnya dia.. Ta\xe2\x80\xa6 https://t.co/gE3ei2y1vO'",Positive,"b'jadi mikir, sebenernya banyak prospek nadiem makarim yang bagus2 bgt cuma covid ngrusak banyak planningnya dia.. ta\xe2\x80\xa6 https://t.co/ge3ei2y1vo'",jadi mikir sebenernya banyak prospek nadiem makarim yang bagus bgt cuma covid ngrusak banyak planningnya dia ta xe xa,"['jadi', 'mikir', 'sebenernya', 'banyak', 'prospek', 'nadiem', 'makarim', 'yang', 'bagus', 'bgt', 'cuma', 'covid', 'ngrusak', 'banyak', 'planningnya', 'dia', 'ta', 'xe', 'xa']","['jadi', 'mikir', 'sebenarnya', 'banyak', 'prospek', 'nadiem', 'makarim', 'yang', 'bagus', 'banget', 'cuma', 'covid', 'merusak', 'banyak', 'planningnya', 'dia', 'ta', 'xe', 'xa']","['mikir', 'prospek', 'nadiem', 'makarim', 'bagus', 'banget', 'covid', 'merusak', 'planningnya', 'ta']",mikir prospek nadiem makarim bagus banget covid merusak planningnya ta
b'@dodhand Jebule durung maca PPKS e...\xf0\x9f\x98\xa2\xf0\x9f\x98\xa2',Positive,b'@dodhand jebule durung maca ppks e...\xf0\x9f\x98\xa2\xf0\x9f\x98\xa2',jebule durung maca ppks xf xa xf xa,"['jebule', 'durung', 'maca', 'ppks', 'xf', 'xa', 'xf', 'xa']","['jebule', 'durung', 'maca', 'ppks', 'xf', 'xa', 'xf', 'xa']","['jebule', 'durung', 'maca', 'ppks']",jebule durung maca ppks
"b'Jika zina sudah merebak ditengah-tengah masyarakat, maka masyarakat itu menginginkan azab ditimpakan. Maka wajib me\xe2\x80\xa6 https://t.co/IwmgwKCGCY'",Positive,"b'jika zina sudah merebak ditengah-tengah masyarakat, maka masyarakat itu menginginkan azab ditimpakan. maka wajib me\xe2\x80\xa6 https://t.co/iwmgwkcgcy'",jika zina sudah merebak ditengah tengah masyarakat maka masyarakat itu menginginkan azab ditimpakan maka wajib me xe xa,"['jika', 'zina', 'sudah', 'merebak', 'ditengah', 'tengah', 'masyarakat', 'maka', 'masyarakat', 'itu', 'menginginkan', 'azab', 'ditimpakan', 'maka', 'wajib', 'me', 'xe', 'xa']","['jika', 'zina', 'sudah', 'merebak', 'ditengah', 'tengah', 'masyarakat', 'maka', 'masyarakat', 'itu', 'menginginkan', 'azab', 'ditimpakan', 'maka', 'wajib', 'me', 'xe', 'xa']","['zina', 'merebak', 'ditengah', 'masyarakat', 'masyarakat', 'azab', 'ditimpakan', 'wajib', 'me']",zina merebak ditengah masyarakat masyarakat azab ditimpakan wajib me
b'Joki tugas hukum membuat artikel analisis (Permendikbudristek) Nomor 30 Tahun 2021 tentang Pencegahan dan Penangana\xe2\x80\xa6 https://t.co/3pQZkrjrrb',Negative,b'joki tugas hukum membuat artikel analisis (permendikbudristek) nomor 30 tahun 2021 tentang pencegahan dan penangana\xe2\x80\xa6 https://t.co/3pqzkrjrrb',joki tugas hukum membuat artikel analisis permendikbudristek nomor tahun tentang pencegahan dan penangana xe xa,"['joki', 'tugas', 'hukum', 'membuat', 'artikel', 'analisis', 'permendikbudristek', 'nomor', 'tahun', 'tentang', 'pencegahan', 'dan', 'penangana', 'xe', 'xa']","['joki', 'tugas', 'hukum', 'membuat', 'artikel', 'analisis', 'permendikbudristek', 'nomor', 'tahun', 'tentang', 'pencegahan', 'dan', 'penangana', 'xe', 'xa']","['joki', 'tugas', 'hukum', 'artikel', 'analisis', 'permendikbudristek', 'nomor', 'pencegahan', 'penangana']",joki tugas hukum artikel analisis permendikbudristek nomor pencegahan penangana
"b'Jokowi Pro Pendidikan\n\nPolemik permendikbud PPKS, Mendikbud Nadiem Makarim: ruang lingkupnya kekerasan seksual, buk\xe2\x80\xa6 https://t.co/ecLokJ3bpb'",Positive,"b'jokowi pro pendidikan\n\npolemik permendikbud ppks, mendikbud nadiem makarim: ruang lingkupnya kekerasan seksual, buk\xe2\x80\xa6 https://t.co/eclokj3bpb'",jokowi pro pendidikan npolemik permendikbud ppks mendikbud nadiem makarim ruang lingkupnya kekerasan seksual buk xe xa,"['jokowi', 'pro', 'pendidikan', 'npolemik', 'permendikbud', 'ppks', 'mendikbud', 'nadiem', 'makarim', 'ruang', 'lingkupnya', 'kekerasan', 'seksual', 'buk', 'xe', 'xa']","['jokowi', 'pro', 'pendidikan', 'npolemik', 'permendikbud', 'ppks', 'mendikbud', 'nadiem', 'makarim', 'ruang', 'lingkupnya', 'kekerasan', 'seksual', 'buk', 'xe', 'xa']","['jokowi', 'pro', 'pendidikan', 'npolemik', 'permendikbud', 'ppks', 'mendikbud', 'nadiem', 'makarim', 'ruang', 'lingkupnya', 'kekerasan', 'seksual', 'buk']",jokowi pro pendidikan npolemik permendikbud ppks mendikbud nadiem makarim ruang lingkupnya kekerasan seksual buk
"b'Judulnya aja permen ppks, pasti ngurusnya soal hal-hal yang di luar consent. Indonesia selain punya norma hukum jug\xe2\x80\xa6 https://t.co/oTdutO30oO'",Positive,"b'judulnya aja permen ppks, pasti ngurusnya soal hal-hal yang di luar consent. indonesia selain punya norma hukum jug\xe2\x80\xa6 https://t.co/otduto30oo'",judulnya aja permen ppks pasti ngurusnya soal hal hal yang di luar consent indonesia selain punya norma hukum jug xe xa,"['judulnya', 'aja', 'permen', 'ppks', 'pasti', 'ngurusnya', 'soal', 'hal', 'hal', 'yang', 'di', 'luar', 'consent', 'indonesia', 'selain', 'punya', 'norma', 'hukum', 'jug', 'xe', 'xa']","['judulnya', 'saja', 'permen', 'ppks', 'pasti', 'ngurusnya', 'soal', 'hal', 'hal', 'yang', 'di', 'luar', 'consent', 'indonesia', 'selain', 'punya', 'norma', 'hukum', 'jug', 'xe', 'xa']","['judulnya', 'permen', 'ppks', 'ngurusnya', 'consent', 'indonesia', 'norma', 'hukum', 'jug']",judulnya permen ppks ngurusnya consent indonesia norma hukum jug
"b'#Kaffah \xe2\x80\x94 Menilik isi Permen PPKS, tampak jelas pertentangannya dengan ajaran Islam dan membahayakan umat. Permen i\xe2\x80\xa6 https://t.co/klV1x0Ir1s'",Negative,"b'#kaffah \xe2\x80\x94 menilik isi permen ppks, tampak jelas pertentangannya dengan ajaran islam dan membahayakan umat. permen i\xe2\x80\xa6 https://t.co/klv1x0ir1s'",kaffah xe menilik isi permen ppks tampak jelas pertentangannya dengan ajaran islam dan membahayakan umat permen xe xa,"['kaffah', 'xe', 'menilik', 'isi', 'permen', 'ppks', 'tampak', 'jelas', 'pertentangannya', 'dengan', 'ajaran', 'islam', 'dan', 'membahayakan', 'umat', 'permen', 'xe', 'xa']","['kaffah', 'xe', 'menilik', 'isi', 'permen', 'ppks', 'tampak', 'jelas', 'pertentangannya', 'dengan', 'ajaran', 'islam', 'dan', 'membahayakan', 'umat', 'permen', 'xe', 'xa']","['kaffah', 'menilik', 'isi', 'permen', 'ppks', 'pertentangannya', 'ajaran', 'islam', 'membahayakan', 'umat', 'permen']",kaffah menilik isi permen ppks pertentangannya ajaran islam membahayakan umat permen
"b'@catchmeupid ""Kalo laporan naik gegara ppks, biar turun laporannya, kita hold dulu aja ppks nya""\n\n- seseorang'",Negative,"b'@catchmeupid ""kalo laporan naik gegara ppks, biar turun laporannya, kita hold dulu aja ppks nya""\n\n- seseorang'",kalo laporan naik gegara ppks biar turun laporannya kita hold dulu aja ppks nya seseorang,"['kalo', 'laporan', 'naik', 'gegara', 'ppks', 'biar', 'turun', 'laporannya', 'kita', 'hold', 'dulu', 'aja', 'ppks', 'nya', 'seseorang']","['kalo', 'laporan', 'naik', 'gegara', 'ppks', 'biar', 'turun', 'laporannya', 'kita', 'hold', 'dulu', 'saja', 'ppks', 'nya', 'seseorang']","['kalo', 'laporan', 'gegara', 'ppks', 'turun', 'laporannya', 'hold', 'ppks']",kalo laporan gegara ppks turun laporannya hold ppks
b'KAMMI Daerah Gelar Aksi Tolak Permendikbud PPKS\nhttps://t.co/QnRqEJUTxq https://t.co/Dy2w8qothG',Negative,b'kammi daerah gelar aksi tolak permendikbud ppks\nhttps://t.co/qnrqejutxq https://t.co/dy2w8qothg',kammi daerah gelar aksi tolak permendikbud ppks,"['kammi', 'daerah', 'gelar', 'aksi', 'tolak', 'permendikbud', 'ppks']","['kammi', 'daerah', 'gelar', 'aksi', 'tolak', 'permendikbud', 'ppks']","['kammi', 'daerah', 'gelar', 'aksi', 'tolak', 'permendikbud', 'ppks']",kammi daerah gelar aksi tolak permendikbud ppks
b'Kampus Tak Berkutik Terjerat Permendikbud Ristek PPKS https://t.co/50NEbvJyMU',Negative,b'kampus tak berkutik terjerat permendikbud ristek ppks https://t.co/50nebvjymu',kampus tak berkutik terjerat permendikbud ristek ppks,"['kampus', 'tak', 'berkutik', 'terjerat', 'permendikbud', 'ristek', 'ppks']","['kampus', 'tak', 'berkutik', 'terjerat', 'permendikbud', 'ristek', 'ppks']","['kampus', 'berkutik', 'terjerat', 'permendikbud', 'ristek', 'ppks']",kampus berkutik terjerat permendikbud ristek ppks
"b'Kampus Tak Berkutik Terjerat Permendikbud Ristek PPKS\n\nOleh: Denok Ika Anggraeni, S.E\n[Sahabat TintaSiyasi]\nhttps://t.co/GE6kiohKqw'",Negative,"b'kampus tak berkutik terjerat permendikbud ristek ppks\n\noleh: denok ika anggraeni, s.e\n[sahabat tintasiyasi]\nhttps://t.co/ge6kiohkqw'",kampus tak berkutik terjerat permendikbud ristek ppks noleh denok ika anggraeni,"['kampus', 'tak', 'berkutik', 'terjerat', 'permendikbud', 'ristek', 'ppks', 'noleh', 'denok', 'ika', 'anggraeni']","['kampus', 'tak', 'berkutik', 'terjerat', 'permendikbud', 'ristek', 'ppks', 'noleh', 'denok', 'ika', 'anggraeni']","['kampus', 'berkutik', 'terjerat', 'permendikbud', 'ristek', 'ppks', 'noleh', 'denok', 'ika', 'anggraeni']",kampus berkutik terjerat permendikbud ristek ppks noleh denok ika anggraeni
"b'Karena ini  juga, Nadiem Makarim (@nadiemmakarim) menerbitkan Permendikbud No 30 Tahun 2021 tentang Pencegahan dan\xe2\x80\xa6 https://t.co/MuADtItuuP'",Positive,"b'karena ini  juga, nadiem makarim (@nadiemmakarim) menerbitkan permendikbud no 30 tahun 2021 tentang pencegahan dan\xe2\x80\xa6 https://t.co/muadtituup'",karena ini juga nadiem makarim menerbitkan permendikbud no tahun tentang pencegahan dan xe xa,"['karena', 'ini', 'juga', 'nadiem', 'makarim', 'menerbitkan', 'permendikbud', 'no', 'tahun', 'tentang', 'pencegahan', 'dan', 'xe', 'xa']","['karena', 'ini', 'juga', 'nadiem', 'makarim', 'menerbitkan', 'permendikbud', 'no', 'tahun', 'tentang', 'pencegahan', 'dan', 'xe', 'xa']","['nadiem', 'makarim', 'menerbitkan', 'permendikbud', 'no', 'pencegahan']",nadiem makarim menerbitkan permendikbud no pencegahan
"b'Kasus kekerasan seksual di luar universitas, seperti di dunia kerja, bahkan di ranah keluarga, berpotensi terjadi.\xe2\x80\xa6 https://t.co/MWmz3iyXC2'",Positive,"b'kasus kekerasan seksual di luar universitas, seperti di dunia kerja, bahkan di ranah keluarga, berpotensi terjadi.\xe2\x80\xa6 https://t.co/mwmz3iyxc2'",kasus kekerasan seksual di luar universitas seperti di dunia kerja bahkan di ranah keluarga berpotensi terjadi xe xa,"['kasus', 'kekerasan', 'seksual', 'di', 'luar', 'universitas', 'seperti', 'di', 'dunia', 'kerja', 'bahkan', 'di', 'ranah', 'keluarga', 'berpotensi', 'terjadi', 'xe', 'xa']","['kasus', 'kekerasan', 'seksual', 'di', 'luar', 'universitas', 'seperti', 'di', 'dunia', 'kerja', 'bahkan', 'di', 'ranah', 'keluarga', 'berpotensi', 'terjadi', 'xe', 'xa']","['kekerasan', 'seksual', 'universitas', 'dunia', 'kerja', 'ranah', 'keluarga', 'berpotensi']",kekerasan seksual universitas dunia kerja ranah keluarga berpotensi
b'Kebijakan Meresahkan Jika Sudah Disahkan\n\nhttps://t.co/hQj1mJZVe5\n\nhttps://t.co/M9bMh0fLhY -- Adanya Permendikbud R\xe2\x80\xa6 https://t.co/c8XZPZMQHX',Positive,b'kebijakan meresahkan jika sudah disahkan\n\nhttps://t.co/hqj1mjzve5\n\nhttps://t.co/m9bmh0flhy -- adanya permendikbud r\xe2\x80\xa6 https://t.co/c8xzpzmqhx',kebijakan meresahkan jika sudah disahkan adanya permendikbud xe xa,"['kebijakan', 'meresahkan', 'jika', 'sudah', 'disahkan', 'adanya', 'permendikbud', 'xe', 'xa']","['kebijakan', 'meresahkan', 'jika', 'sudah', 'disahkan', 'adanya', 'permendikbud', 'xe', 'xa']","['kebijakan', 'meresahkan', 'disahkan', 'permendikbud']",kebijakan meresahkan disahkan permendikbud
"b'Kekerasan dan perundungan seksual yang terjadi di kampus-kampus hanyalah fenomena gunung es yang tidak terdeteksi,\xe2\x80\xa6 https://t.co/5lmiPmCKCx'",Positive,"b'kekerasan dan perundungan seksual yang terjadi di kampus-kampus hanyalah fenomena gunung es yang tidak terdeteksi,\xe2\x80\xa6 https://t.co/5lmipmckcx'",kekerasan dan perundungan seksual yang terjadi di kampus kampus hanyalah fenomena gunung es yang tidak terdeteksi xe xa,"['kekerasan', 'dan', 'perundungan', 'seksual', 'yang', 'terjadi', 'di', 'kampus', 'kampus', 'hanyalah', 'fenomena', 'gunung', 'es', 'yang', 'tidak', 'terdeteksi', 'xe', 'xa']","['kekerasan', 'dan', 'perundungan', 'seksual', 'yang', 'terjadi', 'di', 'kampus', 'kampus', 'hanyalah', 'fenomena', 'gunung', 'es', 'yang', 'tidak', 'terdeteksi', 'xe', 'xa']","['kekerasan', 'perundungan', 'seksual', 'kampus', 'kampus', 'fenomena', 'gunung', 'es', 'terdeteksi']",kekerasan perundungan seksual kampus kampus fenomena gunung es terdeteksi
b'keknya isu permen ppks sedang hangat eee tapi liat draftnya dimana ya kawan2?',Positive,b'keknya isu permen ppks sedang hangat eee tapi liat draftnya dimana ya kawan2?',keknya isu permen ppks sedang hangat eee tapi liat draftnya dimana ya kawan,"['keknya', 'isu', 'permen', 'ppks', 'sedang', 'hangat', 'eee', 'tapi', 'liat', 'draftnya', 'dimana', 'ya', 'kawan']","['kayaknya', 'isu', 'permen', 'ppks', 'sedang', 'hangat', 'eee', 'tapi', 'lihat', 'draftnya', 'dimana', 'ya', 'kawan']","['kayaknya', 'isu', 'permen', 'ppks', 'hangat', 'lihat', 'draftnya', 'dimana', 'kawan']",kayaknya isu permen ppks hangat lihat draftnya dimana kawan
"b'Keluarin aja tuh mahasiswa !!!\nSebagian besar yg nolak Permendikbud PPKS itu pendukung khilafah.\nHTI, FPI, PKS !!!\nhttps://t.co/npapaJAVJc'",Positive,"b'keluarin aja tuh mahasiswa !!!\nsebagian besar yg nolak permendikbud ppks itu pendukung khilafah.\nhti, fpi, pks !!!\nhttps://t.co/npapajavjc'",keluarin aja tuh mahasiswa nsebagian besar yg nolak permendikbud ppks itu pendukung khilafah nhti fpi pks,"['keluarin', 'aja', 'tuh', 'mahasiswa', 'nsebagian', 'besar', 'yg', 'nolak', 'permendikbud', 'ppks', 'itu', 'pendukung', 'khilafah', 'nhti', 'fpi', 'pks']","['mengeluarkan', 'saja', 'tuh', 'mahasiswa', 'nsebagian', 'besar', 'yang', 'nolak', 'permendikbud', 'ppks', 'itu', 'pendukung', 'khilafah', 'nhti', 'fpi', 'pks']","['mengeluarkan', 'mahasiswa', 'nsebagian', 'nolak', 'permendikbud', 'ppks', 'pendukung', 'khilafah', 'nhti', 'fpi', 'pks']",mengeluarkan mahasiswa nsebagian nolak permendikbud ppks pendukung khilafah nhti fpi pks
b'Kembang Gula Beracun ala Permendikbud Ristek PPKS\n\nOleh: Riani Kurniawati\n[Sahabat TintaSiyasi]\nhttps://t.co/1wOOT12wUL',Negative,b'kembang gula beracun ala permendikbud ristek ppks\n\noleh: riani kurniawati\n[sahabat tintasiyasi]\nhttps://t.co/1woot12wul',kembang gula beracun ala permendikbud ristek ppks noleh riani kurniawati,"['kembang', 'gula', 'beracun', 'ala', 'permendikbud', 'ristek', 'ppks', 'noleh', 'riani', 'kurniawati']","['kembang', 'gula', 'beracun', 'ala', 'permendikbud', 'ristek', 'ppks', 'noleh', 'riani', 'kurniawati']","['kembang', 'gula', 'beracun', 'ala', 'permendikbud', 'ristek', 'ppks', 'noleh', 'riani', 'kurniawati']",kembang gula beracun ala permendikbud ristek ppks noleh riani kurniawati
b'Kemendikbudristek Beberkan Penyusunan Permendikbudristek PPKS https://t.co/2wmy6EOYqn',Positive,b'kemendikbudristek beberkan penyusunan permendikbudristek ppks https://t.co/2wmy6eoyqn',kemendikbudristek beberkan penyusunan permendikbudristek ppks,"['kemendikbudristek', 'beberkan', 'penyusunan', 'permendikbudristek', 'ppks']","['kemendikbudristek', 'beberkan', 'penyusunan', 'permendikbudristek', 'ppks']","['kemendikbudristek', 'beberkan', 'penyusunan', 'permendikbudristek', 'ppks']",kemendikbudristek beberkan penyusunan permendikbudristek ppks
b'Kemendikbudristek Buka Peluang Sempurnakan Permen PPKS https://t.co/01UYYGh2yE',Positive,b'kemendikbudristek buka peluang sempurnakan permen ppks https://t.co/01uyygh2ye',kemendikbudristek buka peluang sempurnakan permen ppks,"['kemendikbudristek', 'buka', 'peluang', 'sempurnakan', 'permen', 'ppks']","['kemendikbudristek', 'buka', 'peluang', 'sempurnakan', 'permen', 'ppks']","['kemendikbudristek', 'buka', 'peluang', 'sempurnakan', 'permen', 'ppks']",kemendikbudristek buka peluang sempurnakan permen ppks
"b'Kemendikbudristek Perintahkan Seluruh Pimpinan Kampus Segera Membuat Aturan Turunan Permen PPKS!: JAKARTA, EDUNEWS.\xe2\x80\xa6 https://t.co/xRPZu5x1F2'",Positive,"b'kemendikbudristek perintahkan seluruh pimpinan kampus segera membuat aturan turunan permen ppks!: jakarta, edunews.\xe2\x80\xa6 https://t.co/xrpzu5x1f2'",kemendikbudristek perintahkan seluruh pimpinan kampus segera membuat aturan turunan permen ppks jakarta edunews xe xa,"['kemendikbudristek', 'perintahkan', 'seluruh', 'pimpinan', 'kampus', 'segera', 'membuat', 'aturan', 'turunan', 'permen', 'ppks', 'jakarta', 'edunews', 'xe', 'xa']","['kemendikbudristek', 'perintahkan', 'seluruh', 'pimpinan', 'kampus', 'segera', 'membuat', 'aturan', 'turunan', 'permen', 'ppks', 'jakarta', 'edunews', 'xe', 'xa']","['kemendikbudristek', 'perintahkan', 'pimpinan', 'kampus', 'aturan', 'turunan', 'permen', 'ppks', 'jakarta', 'edunews']",kemendikbudristek perintahkan pimpinan kampus aturan turunan permen ppks jakarta edunews
"b'Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi telah meresmikan aturan baru yaitu Permendikbudristek No.\xe2\x80\xa6 https://t.co/EOfKQHq74q'",Positive,"b'kementerian pendidikan, kebudayaan, riset, dan teknologi telah meresmikan aturan baru yaitu permendikbudristek no.\xe2\x80\xa6 https://t.co/eofkqhq74q'",kementerian pendidikan kebudayaan riset dan teknologi telah meresmikan aturan baru yaitu permendikbudristek no xe xa,"['kementerian', 'pendidikan', 'kebudayaan', 'riset', 'dan', 'teknologi', 'telah', 'meresmikan', 'aturan', 'baru', 'yaitu', 'permendikbudristek', 'no', 'xe', 'xa']","['kementerian', 'pendidikan', 'kebudayaan', 'riset', 'dan', 'teknologi', 'telah', 'meresmikan', 'aturan', 'baru', 'yaitu', 'permendikbudristek', 'no', 'xe', 'xa']","['kementerian', 'pendidikan', 'kebudayaan', 'riset', 'teknologi', 'meresmikan', 'aturan', 'permendikbudristek', 'no']",kementerian pendidikan kebudayaan riset teknologi meresmikan aturan permendikbudristek no
b'@mazzini_gsp kenapa abis ribut soal permen PPKS ngeributin masalah pro-live or pro-choice. medsos kaya muter2 gitu topiknya.',Negative,b'@mazzini_gsp kenapa abis ribut soal permen ppks ngeributin masalah pro-live or pro-choice. medsos kaya muter2 gitu topiknya.',kenapa abis ribut soal permen ppks ngeributin masalah pro live or pro choice medsos kaya muter gitu topiknya,"['kenapa', 'abis', 'ribut', 'soal', 'permen', 'ppks', 'ngeributin', 'masalah', 'pro', 'live', 'or', 'pro', 'choice', 'medsos', 'kaya', 'muter', 'gitu', 'topiknya']","['kenapa', 'habis', 'ribut', 'soal', 'permen', 'ppks', 'ngeributin', 'masalah', 'pro', 'live', 'orang', 'pro', 'choice', 'medsos', 'kayak', 'muter', 'begitu', 'topiknya']","['habis', 'ribut', 'permen', 'ppks', 'ngeributin', 'pro', 'live', 'orang', 'pro', 'choice', 'medsos', 'kayak', 'muter', 'topiknya']",habis ribut permen ppks ngeributin pro live orang pro choice medsos kayak muter topiknya
"b'Kepala PPKS, Bapak Dr. M. Edwin Syahputra Lubis bersama Kepala Bagian Penelitian PPKS, Bapak Dr. Agus Susanto dan d\xe2\x80\xa6 https://t.co/afsjaxDyL0'",Positive,"b'kepala ppks, bapak dr. m. edwin syahputra lubis bersama kepala bagian penelitian ppks, bapak dr. agus susanto dan d\xe2\x80\xa6 https://t.co/afsjaxdyl0'",kepala ppks bapak dr edwin syahputra lubis bersama kepala bagian penelitian ppks bapak dr agus susanto dan xe xa,"['kepala', 'ppks', 'bapak', 'dr', 'edwin', 'syahputra', 'lubis', 'bersama', 'kepala', 'bagian', 'penelitian', 'ppks', 'bapak', 'dr', 'agus', 'susanto', 'dan', 'xe', 'xa']","['kepala', 'ppks', 'bapak', 'dari', 'edwin', 'syahputra', 'lubis', 'bersama', 'kepala', 'bagian', 'penelitian', 'ppks', 'bapak', 'dari', 'agus', 'susanto', 'dan', 'xe', 'xa']","['kepala', 'ppks', 'edwin', 'syahputra', 'lubis', 'kepala', 'penelitian', 'ppks', 'agus', 'susanto']",kepala ppks edwin syahputra lubis kepala penelitian ppks agus susanto
